p_SubscriptionId,p_SubscriberNo,p_BAN
606133695,3702972935,603307365
606133698,3702972938,603307368
606133700,3702972940,603307370
606133701,3702972941,603307371
606133702,3702972942,603307372
606133704,3702972944,603307374
606133703,3702972943,603307373
606133705,3702972945,603307375
606133706,3702972946,603307376
606133707,3702972947,603307377
606133710,3702972950,603307380
606133708,3702972948,603307378
606133709,3702972949,603307379
606133711,3702972951,603307381
606133712,3702972952,603307382
606133713,3702972953,603307383
606133714,3702972954,603307384
606133716,3702972956,603307386
606133718,3702972958,603307388
606133717,3702972957,603307387
606133715,3702972955,603307385
606133719,3702972959,603307389
606133720,3702972960,603307390
606133721,3702972961,603307391
606133724,3702972964,603307394
606133723,3702972963,603307393
606133722,3702972962,603307392
606133725,3702972965,603307395
606133726,3702972966,603307396
606133728,3702972968,603307398
606133727,3702972967,603307397
606133731,3702972971,603307401
606133730,3702972970,603307400
606133733,3702972973,603307403
606133729,3702972969,603307399
606133732,3702972972,603307402
606133735,3702972975,603307405
606133734,3702972974,603307404
606133736,3702972976,603307406
606133738,3702972978,603307408
606133737,3702972977,603307407
606133739,3702972979,603307409
606133741,3702972981,603307411
606133740,3702972980,603307410
606133742,3702972982,603307412
606133743,3702972983,603307413
606133747,3702972987,603307417
606133744,3702972984,603307414
606133745,3702972985,603307415
606133746,3702972986,603307416
606133748,3702972988,603307418
606133749,3702972989,603307419
606133750,3702972990,603307420
606133751,3702972991,603307421
606133752,3702972992,603307422
606133753,3702972993,603307423
606133755,3702972995,603307425
606133754,3702972994,603307424
606133757,3702972997,603307427
606133756,3702972996,603307426
606133758,3702972998,603307428
606133759,3702972999,603307429
606133760,3702973000,603307430
606133761,3702973001,603307431
606133795,3702973035,603307465
606133762,3702973002,603307432
606133763,3702973003,603307433
606133764,3702973004,603307434
606133766,3702973006,603307436
606133765,3702973005,603307435
606133770,3702973010,603307440
606133771,3702973011,603307441
606133772,3702973012,603307442
606133768,3702973008,603307438
606133769,3702973009,603307439
606133767,3702973007,603307437
606133773,3702973013,603307443
606133812,3702973052,603307482
606133774,3702973014,603307444
606133777,3702973017,603307447
606133776,3702973016,603307446
606133778,3702973018,603307448
606133779,3702973019,603307449
606133775,3702973015,603307445
606133780,3702973020,603307450
606133783,3702973023,603307453
606133781,3702973021,603307451
606133784,3702973024,603307454
606133782,3702973022,603307452
606133785,3702973025,603307455
606133786,3702973026,603307456
606133788,3702973028,603307458
606133787,3702973027,603307457
606133792,3702973032,603307462
606133789,3702973029,603307459
606133790,3702973030,603307460
606133791,3702973031,603307461
606133794,3702973034,603307464
606133793,3702973033,603307463
606133796,3702973036,603307466
606133798,3702973038,603307468
606133799,3702973039,603307469
606133797,3702973037,603307467
606133800,3702973040,603307470
606133801,3702973041,603307471
606133802,3702973042,603307472
606133803,3702973043,603307473
606133804,3702973044,603307474
606133811,3702973051,603307481
606133810,3702973050,603307480
606133805,3702973045,603307475
606133809,3702973049,603307479
606133806,3702973046,603307476
606133808,3702973048,603307478
606133807,3702973047,603307477
606133813,3702973053,603307483
606133820,3702973060,603307490
606133815,3702973055,603307485
606133814,3702973054,603307484
606133817,3702973057,603307487
606133816,3702973056,603307486
606133818,3702973058,603307488
606133819,3702973059,603307489
606133821,3702973061,603307491
606133824,3702973064,603307494
606133825,3702973065,603307495
606133822,3702973062,603307492
606133823,3702973063,603307493
606133829,3702973069,603307499
606133827,3702973067,603307497
606133826,3702973066,603307496
606133828,3702973068,603307498
606133832,3702973072,603307502
606133831,3702973071,603307501
606133830,3702973070,603307500
606133834,3702973074,603307504
606133835,3702973075,603307505
606133836,3702973076,603307506
606133837,3702973077,603307507
606133839,3702973079,603307509
606133838,3702973078,603307508
606133840,3702973080,603307510
606133841,3702973081,603307511
606133842,3702973082,603307512
606133847,3702973087,603307517
606133845,3702973085,603307515
606133844,3702973084,603307514
606133849,3702973089,603307519
606133846,3702973086,603307516
606133848,3702973088,603307518
606133851,3702973091,603307521
606133850,3702973090,603307520
606133852,3702973092,603307522
606133853,3702973093,603307523
606133855,3702973095,603307525
606133854,3702973094,603307524
606133856,3702973096,603307526
606133858,3702973098,603307528
606133857,3702973097,603307527
606133859,3702973099,603307529
606133860,3702973100,603307530
606133862,3702973102,603307532
606133861,3702973101,603307531
606133863,3702973103,603307533
606133864,3702973104,603307534
606133865,3702973105,603307535
606133867,3702973107,603307537
606133866,3702973106,603307536
606133868,3702973108,603307538
606133869,3702973109,603307539
606133870,3702973110,603307540
606133871,3702973111,603307541
606133872,3702973112,603307542
606133873,3702973113,603307543
606133874,3702973114,603307544
606133875,3702973115,603307545
606133876,3702973116,603307546
606133877,3702973117,603307547
606133878,3702973118,603307548
606133879,3702973119,603307549
606133880,3702973120,603307550
606133882,3702973122,603307552
606133884,3702973124,603307554
606133885,3702973125,603307555
606133881,3702973121,603307551
606133883,3702973123,603307553
606133886,3702973126,603307556
606133888,3702973128,603307558
606133887,3702973127,603307557
606133889,3702973129,603307559
606133892,3702973132,603307562
606133891,3702973131,603307561
606133890,3702973130,603307560
606133893,3702973133,603307563
606133895,3702973135,603307565
606133894,3702973134,603307564
606133896,3702973136,603307566
606133899,3702973139,603307569
606133897,3702973137,603307567
606133900,3702973141,603307571
606133901,3702973140,603307570
606133898,3702973138,603307568
606133903,3702973143,603307573
606133904,3702973144,603307574
606133902,3702973142,603307572
606133905,3702973145,603307575
606133908,3702973148,603307578
606133939,3702973179,603307609
606133906,3702973146,603307576
606133907,3702973147,603307577
606133910,3702973150,603307580
606133909,3702973149,603307579
606133911,3702973151,603307581
606133912,3702973152,603307582
606133914,3702973154,603307584
606133913,3702973153,603307583
606133915,3702973155,603307585
606133916,3702973156,603307586
606133917,3702973157,603307587
606133922,3702973162,603307592
606133918,3702973158,603307588
606133921,3702973161,603307591
606133954,3702973194,603307624
606133923,3702973163,603307593
606133919,3702973159,603307589
606133920,3702973160,603307590
606133924,3702973164,603307594
606133925,3702973165,603307595
606133926,3702973166,603307596
606133928,3702973168,603307598
606133929,3702973169,603307599
606133930,3702973170,603307600
606133931,3702973171,603307601
606133932,3702973172,603307602
606133927,3702973167,603307597
606133933,3702973173,603307603
606133934,3702973174,603307604
606133935,3702973175,603307605
606133937,3702973177,603307607
606133936,3702973176,603307606
606133938,3702973178,603307608
606133940,3702973180,603307610
606133942,3702973182,603307612
606133941,3702973181,603307611
606133943,3702973183,603307613
606133947,3702973187,603307617
606133946,3702973186,603307616
606133945,3702973185,603307615
606133949,3702973189,603307619
606133944,3702973184,603307614
606133948,3702973188,603307618
606133950,3702973190,603307620
606133951,3702973191,603307621
606133953,3702973193,603307623
606133952,3702973192,603307622
606133955,3702973195,603307625
606133956,3702973196,603307626
606133957,3702973197,603307627
606133958,3702973198,603307628
606133960,3702973200,603307630
606133963,3702973203,603307633
606133959,3702973199,603307629
606133961,3702973201,603307631
606133964,3702973204,603307634
606133962,3702973202,603307632
606133965,3702973205,603307635
606133966,3702973206,603307636
606133967,3702973207,603307637
606133973,3702973213,603307643
606133969,3702973209,603307639
606133968,3702973208,603307638
606133970,3702973210,603307640
606133971,3702973211,603307641
606133972,3702973212,603307642
606133974,3702973214,603307644
606133975,3702973215,603307645
606133979,3702973219,603307649
606133976,3702973216,603307646
606133977,3702973217,603307647
606133978,3702973218,603307648
606133980,3702973220,603307650
606133981,3702973221,603307651
606133983,3702973223,603307653
606133984,3702973224,603307654
606133985,3702973225,603307655
606133988,3702973228,603307658
606133987,3702973227,603307657
606133989,3702973229,603307659
606133986,3702973226,603307656
606133990,3702973230,603307660
606133992,3702973232,603307662
606133993,3702973233,603307663
606133991,3702973231,603307661
606133994,3702973234,603307664
606133995,3702973235,603307665
606133996,3702973236,603307666
606134001,3702973241,603307671
606133999,3702973239,603307669
606134000,3702973240,603307670
606133998,3702973238,603307668
606134002,3702973242,603307672
606133997,3702973237,603307667
606134003,3702973243,603307673
606134004,3702973244,603307674
606134005,3702973245,603307675
606134006,3702973246,603307676
606134008,3702973248,603307678
606134007,3702973247,603307677
606134009,3702973249,603307679
606134010,3702973250,603307680
606134011,3702973251,603307681
606134012,3702973252,603307682
606134013,3702973253,603307683
606134016,3702973256,603307686
606134015,3702973255,603307685
606134014,3702973254,603307684
606134017,3702973257,603307687
606134018,3702973258,603307688
606134019,3702973259,603307689
606134020,3702973260,603307690
606134021,3702973261,603307691
606134022,3702973262,603307692
606134023,3702973263,603307693
606134027,3702973267,603307697
606134024,3702973264,603307694
606134025,3702973265,603307695
606134026,3702973266,603307696
606134028,3702973268,603307698
606134029,3702973269,603307699
606134031,3702973271,603307701
606134030,3702973270,603307700
606134032,3702973272,603307702
606134033,3702973273,603307703
606134034,3702973274,603307704
606134037,3702973277,603307707
606134035,3702973275,603307705
606134040,3702973280,603307710
606134036,3702973276,603307706
606134042,3702973282,603307712
606134038,3702973278,603307708
606134039,3702973279,603307709
606134043,3702973283,603307713
606134041,3702973281,603307711
606134044,3702973284,603307714
606134047,3702973287,603307717
606134046,3702973286,603307716
606134045,3702973285,603307715
606134048,3702973288,603307718
606134049,3702973289,603307719
606134050,3702973290,603307720
606134051,3702973291,603307721
606134054,3702973294,603307724
606134053,3702973293,603307723
606134055,3702973295,603307725
606134056,3702973296,603307726
606134057,3702973297,603307727
606134094,3702973334,603307764
606134059,3702973299,603307729
606134060,3702973300,603307730
606134061,3702973301,603307731
606134064,3702973304,603307734
606134063,3702973303,603307733
606134062,3702973302,603307732
606134065,3702973305,603307735
606134067,3702973307,603307737
606134068,3702973308,603307738
606134069,3702973309,603307739
606134070,3702973310,603307740
606134071,3702973311,603307741
606134072,3702973312,603307742
606134066,3702973306,603307736
606134074,3702973314,603307744
606134073,3702973313,603307743
606134078,3702973318,603307748
606134079,3702973319,603307749
606134075,3702973315,603307745
606134076,3702973316,603307746
606134081,3702973321,603307751
606134080,3702973320,603307750
606134077,3702973317,603307747
606134082,3702973322,603307752
606134084,3702973324,603307754
606134083,3702973323,603307753
606134085,3702973325,603307755
606134086,3702973326,603307756
606134087,3702973327,603307757
606134088,3702973328,603307758
606134089,3702973329,603307759
606134093,3702973333,603307763
606134091,3702973331,603307761
606134092,3702973332,603307762
606134090,3702973330,603307760
606134095,3702973335,603307765
606134096,3702973336,603307766
606134097,3702973337,603307767
606134098,3702973338,603307768
606134099,3702973339,603307769
606134102,3702973342,603307772
606134101,3702973341,603307771
606134100,3702973340,603307770
606134103,3702973343,603307773
606134110,3702973350,603307780
606134106,3702973346,603307776
606134104,3702973344,603307774
606134105,3702973345,603307775
606134107,3702973347,603307777
606134108,3702973348,603307778
606134109,3702973349,603307779
606134111,3702973351,603307781
606134112,3702973352,603307782
606134114,3702973354,603307784
606134115,3702973355,603307785
606134116,3702973356,603307786
606134113,3702973353,603307783
606134117,3702973357,603307787
606134119,3702973359,603307789
606134118,3702973358,603307788
606134120,3702973360,603307790
606134123,3702973363,603307793
606134122,3702973362,603307792
606134121,3702973361,603307791
606134124,3702973364,603307794
606134126,3702973366,603307796
606134125,3702973365,603307795
606134127,3702973367,603307797
606134163,3702973403,603307833
606134129,3702973369,603307799
606134131,3702973371,603307801
606134128,3702973368,603307798
606134130,3702973370,603307800
606134132,3702973372,603307802
606134133,3702973373,603307803
606134134,3702973374,603307804
606134171,3702973411,603307841
606134135,3702973375,603307805
606134136,3702973376,603307806
606134137,3702973377,603307807
606134139,3702973379,603307809
606134138,3702973378,603307808
606134140,3702973380,603307810
606134141,3702973381,603307811
606134143,3702973383,603307813
606134144,3702973384,603307814
606134142,3702973382,603307812
606134145,3702973385,603307815
606134146,3702973386,603307816
606134147,3702973387,603307817
606134153,3702973393,603307823
606134148,3702973388,603307818
606134149,3702973389,603307819
606134152,3702973392,603307822
606134151,3702973391,603307821
606134150,3702973390,603307820
606134154,3702973394,603307825
606134156,3702973396,603307826
606134155,3702973395,603307824
606134157,3702973397,603307827
606134160,3702973400,603307830
606134159,3702973399,603307829
606134158,3702973398,603307828
606134161,3702973401,603307831
606134164,3702973404,603307834
606134162,3702973402,603307832
606134165,3702973405,603307835
606134166,3702973406,603307836
606134167,3702973407,603307837
606134170,3702973410,603307840
606134169,3702973409,603307839
606134172,3702973412,603307842
606134173,3702973413,603307843
606134175,3702973415,603307845
606134174,3702973414,603307844
606134176,3702973416,603307846
606134177,3702973417,603307847
606134180,3702973420,603307850
606134178,3702973418,603307848
606134179,3702973419,603307849
606134181,3702973421,603307851
606134182,3702973422,603307852
606134183,3702973423,603307853
606134184,3702973424,603307854
606134185,3702973425,603307855
606134186,3702973426,603307856
606134187,3702973427,603307857
606134190,3702973430,603307860
606134191,3702973431,603307861
606134193,3702973433,603307863
606134192,3702973432,603307862
606134194,3702973434,603307864
606134189,3702973429,603307859
606134196,3702973436,603307866
606134195,3702973435,603307865
606134197,3702973437,603307867
606134188,3702973428,603307858
606134198,3702973438,603307868
606134200,3702973440,603307870
606134201,3702973441,603307871
606134199,3702973439,603307869
606134203,3702973443,603307873
606134202,3702973442,603307872
606134204,3702973444,603307874
606134205,3702973445,603307875
606134206,3702973446,603307876
606134207,3702973447,603307877
606134208,3702973448,603307878
606134209,3702973449,603307879
606134210,3702973450,603307880
606134212,3702973452,603307882
606134211,3702973451,603307881
606134213,3702973453,603307883
606134217,3702973457,603307887
606134214,3702973454,603307884
606134216,3702973456,603307886
606134215,3702973455,603307885
606134218,3702973458,603307888
606134219,3702973459,603307889
606134220,3702973460,603307890
606134221,3702973461,603307891
606134222,3702973462,603307892
606134223,3702973463,603307893
606134224,3702973464,603307894
606134225,3702973465,603307895
606134235,3702973475,603307905
606134227,3702973467,603307897
606134228,3702973468,603307898
606134226,3702973466,603307896
606134230,3702973470,603307900
606134229,3702973469,603307899
606134231,3702973471,603307901
606134232,3702973472,603307902
606134233,3702973473,603307903
606134234,3702973474,603307904
606134236,3702973476,603307906
606134237,3702973477,603307907
606134239,3702973479,603307909
606134238,3702973478,603307908
606134240,3702973480,603307910
606134242,3702973482,603307912
606134241,3702973481,603307911
606134243,3702973483,603307913
606134244,3702973484,603307914
606134246,3702973486,603307916
606134245,3702973485,603307915
606134281,3702973521,603307951
606134248,3702973488,603307918
606134249,3702973489,603307919
606134250,3702973490,603307920
606134251,3702973491,603307921
606134253,3702973493,603307923
606134255,3702973495,603307925
606134254,3702973494,603307924
606134252,3702973492,603307922
606134257,3702973497,603307927
606134256,3702973496,603307926
606134258,3702973498,603307928
606134259,3702973499,603307929
606134260,3702973500,603307930
606134261,3702973501,603307931
606134262,3702973502,603307932
606134263,3702973503,603307933
606134264,3702973504,603307934
606134267,3702973507,603307937
606134265,3702973505,603307935
606134269,3702973509,603307939
606134270,3702973510,603307940
606134266,3702973506,603307936
606134268,3702973508,603307938
606134271,3702973511,603307941
606134273,3702973513,603307943
606134272,3702973512,603307942
606134274,3702973514,603307944
606134275,3702973515,603307945
606134277,3702973517,603307947
606134276,3702973516,603307946
606134280,3702973520,603307950
606134278,3702973518,603307948
606134279,3702973519,603307949
606134282,3702973522,603307952
606134285,3702973525,603307955
606134283,3702973523,603307953
606134284,3702973524,603307954
606134286,3702973526,603307956
606134287,3702973527,603307957
606134289,3702973529,603307959
606134288,3702973528,603307958
606134290,3702973530,603307960
606134292,3702973532,603307962
606134293,3702973533,603307963
606134291,3702973531,603307961
606134294,3702973534,603307964
606134295,3702973535,603307965
606134296,3702973536,603307966
606134297,3702973537,603307967
606134298,3702973538,603307968
606134299,3702973539,603307969
606134301,3702973541,603307971
606134300,3702973540,603307970
606134302,3702973542,603307972
606134303,3702973543,603307973
606134304,3702973544,603307974
606134308,3702973548,603307978
606134307,3702973547,603307977
606134305,3702973545,603307975
606134309,3702973549,603307979
606134306,3702973546,603307976
606134310,3702973550,603307980
606134312,3702973552,603307982
606134311,3702973551,603307981
606134313,3702973553,603307983
606134314,3702973554,603307984
606134315,3702973555,603307985
606134316,3702973556,603307986
606134317,3702973557,603307987
606134319,3702973559,603307989
606134318,3702973558,603307988
606134320,3702973560,603307990
606134322,3702973562,603307992
606134324,3702973564,603307994
606134321,3702973561,603307991
606134358,3702973598,603308028
606134323,3702973563,603307993
606134325,3702973565,603307995
606134328,3702973568,603307998
606134327,3702973567,603307997
606134326,3702973566,603307996
606134331,3702973571,603308001
606134329,3702973569,603307999
606134332,3702973572,603308002
606134330,3702973570,603308000
606134334,3702973574,603308004
606134333,3702973573,603308003
606134335,3702973575,603308005
606134336,3702973576,603308006
606134337,3702973577,603308007
606134339,3702973579,603308009
606134338,3702973578,603308008
606134340,3702973580,603308010
606134341,3702973581,603308011
606134342,3702973582,603308012
606134345,3702973585,603308015
606134347,3702973587,603308017
606134344,3702973584,603308014
606134343,3702973583,603308013
606134346,3702973586,603308016
606134348,3702973588,603308018
606134350,3702973590,603308020
606134349,3702973589,603308019
606134351,3702973591,603308021
606134353,3702973593,603308023
606134354,3702973594,603308024
606134352,3702973592,603308022
606134357,3702973597,603308027
606134355,3702973595,603308025
606134356,3702973596,603308026
606134359,3702973599,603308029
606134360,3702973600,603308030
606134363,3702973603,603308033
606134362,3702973602,603308032
606134364,3702973604,603308034
606134361,3702973601,603308031
606134365,3702973605,603308035
606134366,3702973606,603308036
606134368,3702973608,603308038
606134367,3702973607,603308037
606134370,3702973610,603308040
606134369,3702973609,603308039
606134372,3702973612,603308042
606134371,3702973611,603308041
606134374,3702973614,603308044
606134373,3702973613,603308043
606134375,3702973615,603308045
606134377,3702973617,603308047
606134378,3702973618,603308048
606134376,3702973616,603308046
606134379,3702973619,603308049
606134380,3702973620,603308050
606134381,3702973621,603308051
606134382,3702973622,603308052
606134383,3702973623,603308053
606134384,3702973624,603308054
606134385,3702973625,603308055
606134386,3702973626,603308056
606134387,3702973627,603308057
606134388,3702973628,603308058
606134390,3702973630,603308060
606134389,3702973629,603308059
606134391,3702973631,603308061
606134394,3702973634,603308064
606134392,3702973632,603308062
606134393,3702973633,603308063
606134396,3702973636,603308066
606134395,3702973635,603308065
606134397,3702973637,603308067
606134398,3702973638,603308068
606134401,3702973641,603308071
606134399,3702973639,603308069
606134400,3702973640,603308070
606134403,3702973643,603308073
606134402,3702973642,603308072
606134404,3702973644,603308074
606134406,3702973646,603308076
606134405,3702973645,603308075
606134407,3702973647,603308077
606134409,3702973649,603308079
606134408,3702973648,603308078
606134410,3702973650,603308080
606134411,3702973651,603308081
606134413,3702973653,603308083
606134412,3702973652,603308082
606134417,3702973657,603308087
606134415,3702973655,603308085
606134416,3702973656,603308086
606134418,3702973658,603308088
606134419,3702973659,603308089
606134414,3702973654,603308084
606134420,3702973660,603308090
606134422,3702973662,603308092
606134421,3702973661,603308091
606134426,3702973666,603308096
606134425,3702973665,603308095
606134424,3702973664,603308094
606134423,3702973663,603308093
606134429,3702973669,603308099
606134427,3702973667,603308097
606134428,3702973668,603308098
606134430,3702973670,603308100
606134431,3702973671,603308101
606134432,3702973672,603308102
606134433,3702973673,603308103
606134435,3702973675,603308105
606134436,3702973676,603308106
606134434,3702973674,603308104
606134437,3702973677,603308107
606134439,3702973679,603308109
606134441,3702973681,603308111
606134442,3702973682,603308112
606134438,3702973678,603308108
606134440,3702973680,603308110
606134443,3702973683,603308113
606134446,3702973686,603308116
606134444,3702973684,603308114
606134445,3702973685,603308115
606134447,3702973687,603308117
606134448,3702973688,603308118
606134450,3702973690,603308120
606134449,3702973689,603308119
606134451,3702973691,603308121
606134452,3702973692,603308122
606134458,3702973698,603308128
606134453,3702973693,603308123
606134454,3702973694,603308124
606134455,3702973695,603308125
606134456,3702973696,603308126
606134457,3702973697,603308127
606134459,3702973699,603308129
606134461,3702973701,603308131
606134460,3702973700,603308130
606134463,3702973703,603308133
606134462,3702973702,603308132
606134464,3702973704,603308134
606134466,3702973706,603308136
606134465,3702973705,603308135
606134467,3702973707,603308137
606134468,3702973708,603308138
606134469,3702973709,603308139
606134472,3702973712,603308142
606134471,3702973711,603308141
606134470,3702973710,603308140
606134475,3702973715,603308145
606134474,3702973714,603308144
606134473,3702973713,603308143
606134476,3702973716,603308146
606134477,3702973717,603308147
606134480,3702973720,603308150
606134479,3702973719,603308149
606134481,3702973721,603308151
606134478,3702973718,603308148
606134482,3702973722,603308152
606134484,3702973724,603308154
606134485,3702973725,603308155
606134483,3702973723,603308153
606134486,3702973726,603308156
606134487,3702973727,603308157
606134488,3702973728,603308158
606134489,3702973729,603308159
606134491,3702973731,603308161
606134492,3702973732,603308162
606134493,3702973733,603308163
606134494,3702973734,603308164
606134495,3702973735,603308165
606134496,3702973736,603308166
606134497,3702973737,603308167
606134498,3702973738,603308168
606134503,3702973743,603308173
606134501,3702973741,603308171
606134499,3702973739,603308169
606134502,3702973742,603308172
606134505,3702973745,603308175
606134500,3702973740,603308170
606134506,3702973746,603308176
606134507,3702973747,603308177
606134504,3702973744,603308174
606134508,3702973748,603308178
606134511,3702973751,603308181
606134509,3702973749,603308179
606134510,3702973750,603308180
606134512,3702973752,603308182
606134514,3702973754,603308184
606134513,3702973753,603308183
606134515,3702973755,603308185
606134516,3702973756,603308186
606134519,3702973759,603308189
606134517,3702973757,603308187
606134518,3702973758,603308188
606134520,3702973760,603308190
606134521,3702973761,603308191
606134524,3702973764,603308194
606134522,3702973762,603308192
606134523,3702973763,603308193
606134525,3702973765,603308195
606134526,3702973766,603308196
606134528,3702973768,603308198
606134527,3702973767,603308197
606134529,3702973769,603308199
606134530,3702973770,603308200
606134532,3702973772,603308202
606134531,3702973771,603308201
606134533,3702973773,603308203
606134534,3702973774,603308204
606134535,3702973775,603308205
606134536,3702973776,603308206
606134539,3702973779,603308209
606134540,3702973780,603308210
606134538,3702973777,603308207
606134541,3702973781,603308211
606134544,3702973784,603308214
606134543,3702973783,603308213
606134545,3702973785,603308215
606134542,3702973782,603308212
606134537,3702973778,603308208
606134547,3702973787,603308217
606134549,3702973789,603308219
606134548,3702973788,603308218
606134550,3702973790,603308220
606134551,3702973791,603308221
606134552,3702973792,603308222
606134553,3702973793,603308223
606134554,3702973794,603308224
606134556,3702973796,603308226
606134546,3702973786,603308216
606134557,3702973797,603308227
606134555,3702973795,603308225
606134558,3702973798,603308228
606134559,3702973799,603308229
606134562,3702973802,603308232
606134561,3702973801,603308231
606134560,3702973800,603308230
606134563,3702973803,603308233
606134564,3702973804,603308234
606134566,3702973806,603308236
606134565,3702973805,603308235
606134567,3702973807,603308237
606134597,3702973837,603308267
606134568,3702973808,603308238
606134570,3702973810,603308240
606134569,3702973809,603308239
606134572,3702973812,603308242
606134573,3702973813,603308243
606134574,3702973814,603308244
606134575,3702973815,603308245
606134576,3702973816,603308246
606134582,3702973822,603308252
606134578,3702973818,603308248
606134577,3702973817,603308247
606134583,3702973823,603308253
606134580,3702973820,603308250
606134581,3702973821,603308251
606134579,3702973819,603308249
606134593,3702973833,603308263
606134584,3702973824,603308254
606134586,3702973826,603308256
606134585,3702973825,603308255
606134587,3702973827,603308257
606134589,3702973829,603308259
606134588,3702973828,603308258
606134590,3702973830,603308260
606134591,3702973831,603308261
606134596,3702973836,603308266
606134592,3702973832,603308262
606134594,3702973834,603308264
606134595,3702973835,603308265
606134598,3702973838,603308268
606134599,3702973839,603308269
606134601,3702973841,603308271
606134600,3702973840,603308270
606134603,3702973843,603308273
606134602,3702973842,603308272
606134604,3702973844,603308274
606134605,3702973845,603308275
606134607,3702973847,603308277
606134606,3702973846,603308276
606134608,3702973848,603308278
606134609,3702973849,603308279
606134610,3702973850,603308280
606134611,3702973851,603308281
606134612,3702973852,603308282
606134613,3702973853,603308283
606134614,3702973854,603308284
606134616,3702973856,603308286
606134615,3702973855,603308285
606134619,3702973859,603308289
606134618,3702973858,603308288
606134621,3702973861,603308291
606134620,3702973860,603308290
606134622,3702973862,603308292
606134624,3702973864,603308294
606134626,3702973866,603308296
606134625,3702973865,603308295
606134623,3702973863,603308293
606134627,3702973867,603308297
606134628,3702973868,603308298
606134629,3702973869,603308299
606134630,3702973870,603308300
606134631,3702973871,603308301
606134633,3702973873,603308303
606134634,3702973874,603308304
606134632,3702973872,603308302
606134635,3702973875,603308305
606134636,3702973876,603308306
606134637,3702973877,603308307
606134639,3702973879,603308309
606134638,3702973878,603308308
606134640,3702973880,603308310
606134643,3702973883,603308313
606134641,3702973881,603308311
606134642,3702973882,603308312
606134645,3702973885,603308315
606134644,3702973884,603308314
606134646,3702973886,603308316
606134648,3702973888,603308318
606134647,3702973887,603308317
606134683,3702973923,603308353
606134649,3702973889,603308319
606134650,3702973890,603308320
606134651,3702973891,603308321
606134652,3702973892,603308322
606134653,3702973893,603308323
606134655,3702973895,603308325
606134656,3702973896,603308326
606134654,3702973894,603308324
606134658,3702973898,603308328
606134659,3702973899,603308329
606134657,3702973897,603308327
606134663,3702973903,603308333
606134662,3702973902,603308332
606134660,3702973900,603308330
606134661,3702973901,603308331
606134664,3702973904,603308334
606134665,3702973905,603308335
606134667,3702973907,603308337
606134668,3702973908,603308338
606134670,3702973910,603308340
606134671,3702973911,603308341
606134672,3702973912,603308342
606134666,3702973906,603308336
606134673,3702973913,603308343
606134675,3702973915,603308345
606134674,3702973914,603308344
606134676,3702973916,603308346
606134669,3702973909,603308339
606134677,3702973917,603308347
606134680,3702973920,603308350
606134679,3702973919,603308349
606134678,3702973918,603308348
606134682,3702973922,603308352
606134681,3702973921,603308351
606134684,3702973924,603308354
606134685,3702973925,603308355
606134686,3702973926,603308356
606134687,3702973927,603308357
606134688,3702973928,603308358
606134689,3702973929,603308359
606134690,3702973930,603308360
606134692,3702973932,603308362
606134693,3702973933,603308363
606134691,3702973931,603308361
606134696,3702973936,603308366
606134727,3702973967,603308397
606134695,3702973935,603308365
606134694,3702973934,603308364
606134698,3702973938,603308368
606134697,3702973937,603308367
606134699,3702973939,603308369
606134701,3702973941,603308371
606134700,3702973940,603308370
606134702,3702973942,603308372
606134703,3702973943,603308373
606134704,3702973944,603308374
606134710,3702973950,603308380
606134705,3702973945,603308375
606134706,3702973946,603308376
606134715,3702973955,603308385
606134708,3702973948,603308378
606134707,3702973947,603308377
606134709,3702973949,603308379
606134711,3702973951,603308381
606134712,3702973952,603308382
606134714,3702973954,603308384
606134713,3702973953,603308383
606134718,3702973958,603308388
606134716,3702973956,603308386
606134719,3702973959,603308389
606134717,3702973957,603308387
606134721,3702973961,603308391
606134720,3702973960,603308390
606134722,3702973962,603308392
606134723,3702973963,603308393
606134724,3702973964,603308394
606134725,3702973965,603308395
606134726,3702973966,603308396
606134728,3702973968,603308398
606134729,3702973969,603308399
606134730,3702973970,603308400
606134732,3702973972,603308401
606134731,3702973971,603308402
606134735,3702973975,603308405
606134738,3702973978,603308408
606134734,3702973974,603308404
606134733,3702973973,603308403
606134737,3702973977,603308407
606134739,3702973979,603308409
606134740,3702973980,603308410
606134742,3702973982,603308412
606134741,3702973981,603308411
606134743,3702973983,603308413
606134745,3702973985,603308415
606134744,3702973984,603308414
606134746,3702973986,603308416
606134747,3702973987,603308417
606134748,3702973988,603308418
606134750,3702973990,603308420
606134749,3702973989,603308419
606134751,3702973991,603308421
606134752,3702973992,603308422
606134755,3702973995,603308425
606134753,3702973993,603308423
606134754,3702973994,603308424
606134756,3702973996,603308426
606134758,3702973998,603308428
606134757,3702973997,603308427
606134759,3702973999,603308429
606134761,3702974001,603308431
606134760,3702974000,603308430
606134762,3702974002,603308432
606134764,3702974004,603308434
606134763,3702974003,603308433
606134765,3702974005,603308435
606134766,3702974006,603308436
606134767,3702974007,603308437
606134768,3702974008,603308438
606134770,3702974010,603308440
606134771,3702974011,603308441
606134772,3702974012,603308442
606134769,3702974009,603308439
606134774,3702974014,603308444
606134775,3702974015,603308445
606134776,3702974016,603308446
606134773,3702974013,603308443
606134777,3702974017,603308447
606134780,3702974020,603308450
606134779,3702974019,603308449
606134778,3702974018,603308448
606134781,3702974021,603308451
606134782,3702974022,603308452
